Time Format:
	[Tag, Data*], Tag \in {RANGE, INSTANT, PERIOD, UNK}
		[RANGE, <begin_time, end_time>]
		[INSTANT, <time>]
		[PERIOD, <year>, <month>, <week>, <day>]
			e.g. [PERIOD, 1,4,0,1] is a year, 4 months, and a day
			e.g. [PERIOD, 1,0,2,1] is a year, 2 weeks, and a day
			     [PERIOD, 0,1,3,0] is a month and 3 weeks (this shouldn't happen)
		[UNK, <original_expression>]
	Special Characters:
		x: "unbound time," usually in part of a range to denote positive and
		   negative infinity. These correspond to PAST_REF and FUTURE_REF when seen
		NOW: "now," denoting the time of publication; used in PAST_REF, FUTURE_REF,
			and PRESENT_REF
		concretely:
			[RANGE,x,NOW] => PAST_REF
			[RANGE,NOW,x] => FUTURE_REF
			[INSTANT,NOW] => PRESENT_REF


Timex ID | Sentence ID | Document ID | Document Filename | Document Publication Time | Timex Value | Timex String (tokenized) | Sentence String (raw)
640|1311|95|./wsj_0430_orig.tml.xml|1989-10-31T00:00:00.000000000|[INSTANT,1989-10-17T00:00:00+00:00]|afternoon of Oct. 17| On the afternoon of Oct. 17 , after hours of haggling  with  five  insurance-claims adjusters over settling  a toxic-waste  suit ,  four  lawyers  had  an  agreement  in hand.
641|1316|95|./wsj_0430_orig.tml.xml|1989-10-31T00:00:00.000000000|[INSTANT,1989-10-17T00:00:00+00:00]|NOW| "I  said , ` NOW ?' I was  shaking  the whole time."
642|1333|96|./wsj_0340_orig.tml.xml|1989-11-01T00:00:00.000000000|[INSTANT,1989-10-31T00:00:00+00:00]|Earlier yesterday| Earlier yesterday , the Societe de Bourses Francaises was  told  that a unit of  Framatome S.A.  also  bought Navigation Mixte  shares, this  purchase  covering  more than 160,000  shares.
643|1334|96|./wsj_0340_orig.tml.xml|1989-11-01T00:00:00.000000000|[UNK,1989-WXX]|last week| Both companies are allies of  Navigation Mixte  in its  fight  against a hostile takeover bid  launched last week  by  Cie. 
Financiere de Paribas  at  1,850 French francs  ( $297 ) a share.
644|1335|96|./wsj_0340_orig.tml.xml|1989-11-01T00:00:00.000000000|[INSTANT,1989-11-06T00:00:00+00:00]|Monday| Navigation Mixte 's chairman had  suggested  that friendly institutions were  likely  to  buy  its stock  as soon as trading opened Monday .
646|1338|97|./wsj_0679_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-20T00:00:00+00:00]|Oct. 20| In a  Securities and Exchange Commission filing ,  Hewlett-Packard said  it now  holds 1,384,119 Octel  common shares, including  100,000  shares  bought from Aug. 26 to Oct. 20  for  $23.31 to $24.25  a share.
645|1338|97|./wsj_0679_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-08-26T00:00:00+00:00]|Aug. 26| In a  Securities and Exchange Commission filing ,  Hewlett-Packard said  it now  holds 1,384,119 Octel  common shares, including  100,000  shares  bought from Aug. 26 to Oct. 20  for  $23.31 to $24.25  a share.
647|1342|97|./wsj_0679_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1988-08-10T00:00:00+00:00]|Aug. 10, 1988| According to the  filing ,  Hewlett-Packard acquired 730,070  common shares from  Octel as a result of  an  Aug. 10, 1988 , stock  purchase agreement .
648|1343|97|./wsj_0679_orig.tml.xml|1989-10-30T00:00:00.000000000|[PERIOD,1,6,0,0]|18 months| That  accord  also  called  for  Hewlett-Packard to buy 730,070 Octel  shares in the open market  within 18  months .
649|1344|97|./wsj_0679_orig.tml.xml|1989-10-30T00:00:00.000000000|[PERIOD,2,0,0,0]|two - year| In addition,  Hewlett-Packard acquired  a  two-year option to buy  an extra  10% , of which half  may  be  sold  directly to  Hewlett-Packard  by  Octel .
651|1346|98|./VOA19980303.1600.0917.tml.xml|1998-03-03T00:00:00.000000000|[RANGE,1998-01-01T00:00:00+00:00,1999-01-01T00:00:00+00:00]|this year| Meanwhile, as  VOA West Africa  Correspondent Purnell Murdock reports ,  General Abacha 's supporters  began  a  two  day rally  in the capital,
 Abuja,   to urge  him   to compete  in  this year 's election.
650|1346|98|./VOA19980303.1600.0917.tml.xml|1998-03-03T00:00:00.000000000|[PERIOD,0,0,0,2]|two day| Meanwhile, as  VOA West Africa  Correspondent Purnell Murdock reports ,  General Abacha 's supporters  began  a  two  day rally  in the capital,
 Abuja,   to urge  him   to compete  in  this year 's election.
653|1347|98|./VOA19980303.1600.0917.tml.xml|1998-03-03T00:00:00.000000000|[PERIOD,0,0,0,2]|two day| Nigeria  state radio  says  thousands of people  began gathering  in the capital
 Abuja  early Tuesday  for the  two  day rally supporting General Sani Abacha 's
  candidacy .
652|1347|98|./VOA19980303.1600.0917.tml.xml|1998-03-03T00:00:00.000000000|[INSTANT,1998-03-03T00:00:00+00:00]|early Tuesday| Nigeria  state radio  says  thousands of people  began gathering  in the capital
 Abuja  early Tuesday  for the  two  day rally supporting General Sani Abacha 's
  candidacy .
654|1348|98|./VOA19980303.1600.0917.tml.xml|1998-03-03T00:00:00.000000000|[PERIOD,0,0,0,2]|two days| Organizers  state  the  two  days  of  music, dancing, and speeches   is  expected to draw  some two million people.
655|1353|99|./wsj_0152_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1989-11-09T17:00:00+00:00]|5 p.m. EST Nov. 9| Dow Jones amp Co. said  it  extended  its $18-a-share  offer  for  Telerate Inc.  common stock  until 5 p.m. EST Nov. 9 .
656|1354|99|./wsj_0152_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1989-11-06T00:00:00+00:00]|Nov. 6| The  offer , valued at about  $576 million  for the  33%  of  Telerate  that  Dow Jones  does n't already own, had been  set to expire Nov. 6 .
657|1360|100|./wsj_0991_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|the third quarter| Total Assets Protection Inc. ,  rebounding  from its  earlier loss ,  expects to report earnings  from  operations  of about  $200,000 for the third quarter ,  J.C. Matlock, chairman ,  said .
658|1363|100|./wsj_0991_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|the 1988 third quarter| In the 1988 third quarter , the company  posted  a net loss of  $876,706 , or  22 cents  a share, on revenue of about  $5.1 million .
660|1366|101|./wsj_0032_orig.tml.xml|1989-11-02T00:00:00.000000000|[RANGE,1989-11-01T00:00:00+00:00,1989-12-01T00:00:00+00:00]|end of November| The  offer ,  advertised  in  today 's editions of The  Wall Street Journal , is  scheduled to expire at  the  end of November .
659|1366|101|./wsj_0032_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1989-11-02T00:00:00+00:00]|today| The  offer ,  advertised  in  today 's editions of The  Wall Street Journal , is  scheduled to expire at  the  end of November .
661|1367|101|./wsj_0032_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,NOW]|currently| Montedison currently owns  about  72%  of  Erbamont 's common shares outstanding.
662|1368|101|./wsj_0032_orig.tml.xml|1989-11-02T00:00:00.000000000|[RANGE,x,NOW]|previously| The  offer  is being  launched  pursuant to a  previously announced agreement  between the companies.
663|1371|102|./wsj_0674_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,NOW]|currently| The company  said  it  currently holds about 4.2 million  of  Innopac 's  13.8 million  common shares outstanding, which  have  an aggregate market value of about  137.8 million Canadian dollars  ( US $117.3 million ).
664|1372|102|./wsj_0674_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-10-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|fourth - quarter| Separately,  Innopac reported  a  fourth-quarter loss  of about C$ 2.6 million , or  18 Canadian cents  a share, reflecting inventory  write-downs .
667|1373|102|./wsj_0674_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1988-01-01T00:00:00+00:00,1989-01-01T00:00:00+00:00]|last year| The  results made  net income  for the year ended Aug. 31 C$ 2.7 million , or  20 Canadian cents  a share, down  from C$ 9.7 million , or  70 Canadian cents  a share  last year .
666|1373|102|./wsj_0674_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-08-31T00:00:00+00:00]|Aug. 31| The  results made  net income  for the year ended Aug. 31 C$ 2.7 million , or  20 Canadian cents  a share, down  from C$ 9.7 million , or  70 Canadian cents  a share  last year .
665|1373|102|./wsj_0674_orig.tml.xml|1989-10-30T00:00:00.000000000|[PERIOD,1,0,0,0]|the year| The  results made  net income  for the year ended Aug. 31 C$ 2.7 million , or  20 Canadian cents  a share, down  from C$ 9.7 million , or  70 Canadian cents  a share  last year .
668|1374|102|./wsj_0674_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1988-01-01T00:00:00+00:00,1989-01-01T00:00:00+00:00]|1988| Revenue  was C$ 291.6 million , up  from C$ 252 million in 1988 .
669|1379|102|./wsj_0674_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-01-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|earlier this year| A joint venture involving units of  Innopac  and  Mobil Corp. earlier this year opened  the first  U.S.  polystyrene recycling plant, in  Leominster ,  Mass.
670|1380|103|./wsj_0325_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|third - quarter| Coast Savings Financial Inc. reported  a  third-quarter loss ,  citing  a previously announced capital restructuring program.
672|1381|103|./wsj_0325_orig.tml.xml|1989-11-01T00:00:00.000000000|[INSTANT,1989-09-30T00:00:00+00:00]|Sept. 30| The  Los Angeles  thrift holding company  said  it  had  a loss of  $92.2 million , or  $6.98  a share, for  the quarter ended Sept. 30 .
671|1381|103|./wsj_0325_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|the quarter| The  Los Angeles  thrift holding company  said  it  had  a loss of  $92.2 million , or  $6.98  a share, for  the quarter ended Sept. 30 .
673|1382|103|./wsj_0325_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|the year - ago quarter| Coast earned $10.2 million , or  67 cents  a share,  in the year-ago quarter .
674|1383|103|./wsj_0325_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|year - ago| The  year-ago results   have  been  restated to comply  with government  regulations .
675|1386|103|./wsj_0325_orig.tml.xml|1989-11-01T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|the third quarter| During the third quarter , the company  charged  about  $46 million  against earnings in reducing goodwill,  added $20 million  to its general loan loss reserves and  established  a  $30 million reserve  for its high-yield bond portfolio.
676|1389|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-12T00:00:00+00:00]|yesterday| The  White House yesterday disclosed 
that  Kuwait 's ousted government has formally  asked  the  U.S. to enforce  the total trade  embargo  the  United Nations  has  imposed  on  Iraq ,  allowing  the  U.S.  and other nations to immediately  begin stopping  ships  carrying  Iraqi goods.
677|1395|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-12T00:00:00+00:00]|yesterday| President Bush implied  as much
 yesterday  when reporters  asked  whether the  interdiction would apply  to food.
678|1405|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-10T00:00:00+00:00]|Friday| So  Saddam Hussein  on  Friday tried to scare  other Arab leaders into supporting  him by  calling  on
Arabs  to rise  up  in  a holy  war  against leaders who  invited 
American and other Western soldiers into  Saudi Arabia to protect  the oil-rich kingdom.
679|1406|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-12T00:00:00+00:00]|yesterday| Then  yesterday , he  tried to entice  Arab leaders with his
 proposal  for a diplomatic  solution linking  his  occupation  of
 Kuwait  with  Israel 's  occupation  of the  West Bank .
680|1409|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-12T00:00:00+00:00]|yesterday| And  President Bush yesterday ,  asked  whether he
was at least glad  Iraq  is  discussing negotiations ,  replied :
"I do  n't see  anything to be  pleasing  in there at all."
681|1416|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-06T00:00:00+00:00]|weekend| The Saudi "window of
vulnerability . . . is  closing  very fast,"  Prince Bandar bin
Sultan, the Saudi ambassador to  Washington ,  said  over the
 weekend .
682|1437|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-30T00:00:00+00:00]|end of the month| Pentagon  officials
 say  the  goal  is  to put 40,000  troops in the region by the  end
of the month .
683|1441|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[INSTANT,1990-08-06T00:00:00+00:00]|Over the weekend| Over the weekend ,  Pentagon 
officials  confirmed reports  that a fourth  U.S.  aircraft
carrier -- the  John F. Kennedy  -- and its powerful group of
support ships  could head  for the  Middle East  within a few
days.
684|1443|104|./WSJ900813-0157.tml.xml|1990-08-13T00:00:00.000000000|[RANGE,1990-03-01T00:00:00+00:00,1990-04-01T00:00:00+00:00]|March| But unless the military situation  changes  drastically,
military officials  say , the most likely plan will be for the
 Kennedy  to eventually  replace  the  carrier Dwight D.
Eisenhower , which has been  on patrol  since  March  and was  scheduled to return  to port before hostilities  erupted  in
 Kuwait .
685|1448|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-27T00:00:00+00:00]|Friday| Polly Peck 's chairman, Asil Nadir ,  echoed  the official Japanese  view  of the  accord , which was  announced Friday .
688|1451|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,NOW]|currently| It  expects to post  a  loss  of  6.4 billion yen for the year ending tomorrow  and its liabilities  currently exceed  its assets by about  13.8 billion yen .
687|1451|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[INSTANT,1989-10-31T00:00:00+00:00]|tomorrow| It  expects to post  a  loss  of  6.4 billion yen for the year ending tomorrow  and its liabilities  currently exceed  its assets by about  13.8 billion yen .
686|1451|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[PERIOD,1,0,0,0]|the year| It  expects to post  a  loss  of  6.4 billion yen for the year ending tomorrow  and its liabilities  currently exceed  its assets by about  13.8 billion yen .
689|1453|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-01-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|this year| But by all accounts foreign companies have  bought  only a relative handful of Japanese companies  this year , while Japanese companies have  acquired  hundreds of foreign companies.
690|1458|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[UNK,PXY]|recent years| But  in recent years , the market has  moved  toward less expensive "mini-component" sets, miniaturized amplifiers and receivers and software players that could be stacked on top of each other.
691|1461|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,x,NOW]|recent years| As  the yen  soared in recent years ,  Sansui 's deepening financial problems  became  a  vicious circle .
692|1465|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,NOW,x]|the future| Yoshihisa Murasawa , a management consultant  for Booz-Allen amp Hamilton ( Japan ) Inc. ,  said  his firm will likely be  recommending acquisitions  of Japanese companies more often to foreign clients  in the future .
693|1474|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1980-01-01T00:00:00+00:00,1981-01-01T00:00:00+00:00]|1980| He  took Polly Peck , once a small fabric wholesaler, and  used  it at as a base  to build  a conglomerate that has been  doubling  its profits annually  since 1980 .
694|1475|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-09-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|September| In September , it  announced plans to acquire  the tropical-fruit business of  RJR Nabisco Inc. 's Del Monte  foods unit for # 557 million  ( $878 million ).
695|1476|105|./wsj_0583_orig.tml.xml|1989-10-30T00:00:00.000000000|[RANGE,1989-09-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|Last month| Last month ,  Polly Peck posted  a  38% jump  in pretax profit for the first half  to # 54.8 million from # 39.8 million  on a  63% rise  in sales.
696|1478|106|./wsj_1038_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|third - quarter| Benjamin Franklin Federal Savings amp Loan Association said  it  plans to restructure in the wake of  a  third-quarter loss  of  $7.7 million , or  $1.01  a share,  reflecting  an  $11 million addition  to loan-loss reserves.
697|1480|106|./wsj_1038_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1988-01-01T00:00:00+00:00,1989-01-01T00:00:00+00:00]|A year ago| A year ago ,  Benjamin Franklin  had  profit  of  $1.8 million , or  23 cents  a share.
698|1481|106|./wsj_1038_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1989-09-26T00:00:00+00:00]|yesterday| In over-the-counter  trading yesterday ,  Benjamin Franklin rose 25 cents to $4.25 .
699|1483|106|./wsj_1038_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,2011-05-18T00:00:00+00:00]|within 18 months| The  plan may include selling  branches,  consolidating  or  eliminating  departments, and  winding  down or  disposing  of unprofitable units  within  18  months .
700|1486|107|./wsj_1039_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|third quarter| Amdahl Corp. , a maker of mainframe computers,  reported  a sharp  decline  in net  income  for its  third quarter ,  citing pricecutting  by competitors and adverse effects from a strong  U.S.  dollar.
701|1487|107|./wsj_1039_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1988-07-01T00:00:00+00:00,1988-10-01T00:00:00+00:00]|the year - ago period| Net income  fell 37% to $32.9 million , or  30 cents  a share,  from $52.2 million , or  48 cents  a share, in  the year-ago period .
702|1490|107|./wsj_1039_orig.tml.xml|1989-10-26T00:00:00.000000000|[RANGE,1989-07-01T00:00:00+00:00,1989-10-01T00:00:00+00:00]|the quarter| Jay Stevens , an analyst with  Dean Witter Reynolds ,  said  he  expected  the  Sunnyvale ,  Calif. , company  to earn 35 cents  a share for  the quarter  and  said  the firm's weaker  profit  was partly the  result  of  increased  competition from  International Business Machines Corp. ,  Amdahl 's principal competitor for mainframe sales.
704|1491|108|./PRI19980303.2000.2550.tml.xml|1998-03-03T00:00:00.000000000|[INSTANT,NOW]|now| Tomorrow  the board of supervisors of  Loudon  county,  Virginia , will  vote  on
 whether a school  now located  in  Mount Vernon can relocate  to their county.
703|1491|108|./PRI19980303.2000.2550.tml.xml|1998-03-03T00:00:00.000000000|[INSTANT,1998-03-04T00:00:00+00:00]|Tomorrow| Tomorrow  the board of supervisors of  Loudon  county,  Virginia , will  vote  on
 whether a school  now located  in  Mount Vernon can relocate  to their county.
705|1492|108|./PRI19980303.2000.2550.tml.xml|1998-03-03T00:00:00.000000000|[INSTANT,1998-03-04T00:00:00+00:00]|tomorrow| In some respects, that's typical county business, but  tomorrow 's vote  has
 international  implications .
706|1507|108|./PRI19980303.2000.2550.tml.xml|1998-03-03T00:00:00.000000000|[INSTANT,NOW]|Now| Now  critics of the academy are  targeting  its owner, the Saudi
 government.
707|1521|108|./PRI19980303.2000.2550.tml.xml|1998-03-03T00:00:00.000000000|[RANGE,NOW,x]|one day| According  to the Arab American institute, Islam will  one
 day  be the second largest  religion  in the country.
709|1524|109|./wsj_0135_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1990-06-30T00:00:00+00:00]|June 30, 1990| Elco Industries Inc. said  it  expects  net income  in the year ending June 30, 1990 ,  to fall  below a recent analyst's estimate of  $1.65  a share.
708|1524|109|./wsj_0135_orig.tml.xml|1989-11-02T00:00:00.000000000|[PERIOD,1,0,0,0]|the year| Elco Industries Inc. said  it  expects  net income  in the year ending June 30, 1990 ,  to fall  below a recent analyst's estimate of  $1.65  a share.
711|1525|109|./wsj_0135_orig.tml.xml|1989-11-02T00:00:00.000000000|[RANGE,1989-01-01T00:00:00+00:00,1990-01-01T00:00:00+00:00]|fiscal 1989| The  Rockford ,  Ill. , maker of fasteners also  said  it  expects to post  sales  in the current fiscal year  that  are  " slightly  above "  fiscal 1989  sales of  $155 million .
710|1525|109|./wsj_0135_orig.tml.xml|1989-11-02T00:00:00.000000000|[PERIOD,1,0,0,0]|the current fiscal year| The  Rockford ,  Ill. , maker of fasteners also  said  it  expects to post  sales  in the current fiscal year  that  are  " slightly  above "  fiscal 1989  sales of  $155 million .
712|1527|109|./wsj_0135_orig.tml.xml|1989-11-02T00:00:00.000000000|[PERIOD,1,0,0,0]|fiscal 1989| In fiscal 1989 ,  Elco earned $7.8 million , or  $1.65  a share.
713|1528|109|./wsj_0135_orig.tml.xml|1989-11-02T00:00:00.000000000|[INSTANT,1989-11-01T00:00:00+00:00]|yesterday| The company's stock  fell $1.125  to $13.625  in over-the-counter trading  yesterday .
715|1529|110|./wsj_1040_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1989-11-17T00:00:00+00:00]|Nov. 17| ONEIDA Ltd. declared  a  10%  stock dividend,  payable Dec. 15  to stock of record  Nov. 17 .
714|1529|110|./wsj_1040_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1989-12-15T00:00:00+00:00]|Dec. 15| ONEIDA Ltd. declared  a  10%  stock dividend,  payable Dec. 15  to stock of record  Nov. 17 .
716|1534|110|./wsj_1040_orig.tml.xml|1989-10-26T00:00:00.000000000|[INSTANT,1989-10-25T00:00:00+00:00]|yesterday| In  New York Stock Exchange  composite trading  yesterday ,  Oneida 's shares  closed  at  $18.375  a share, unchanged.
717|1537|111|./SJMN91-06338157.tml.xml|1991-12-03T00:00:00.000000000|[INSTANT,1991-12-02T00:00:00+00:00]|Monday| One senior official  Monday described  the
 White House  as "a collection of small groups of aides  holding  their breaths,"
 waiting to see whether Sununu survives .
718|1539|111|./SJMN91-06338157.tml.xml|1991-12-03T00:00:00.000000000|[INSTANT,1991-11-25T00:00:00+00:00]|last week| ;   Another highly
placed source  said  the president's son  met  with  Sununu last week after holding 
a series of  conversations  about the structure of the  White House  staff and of
the campaign with other  Bush  loyalists and  GOP  activists.
720|1540|111|./SJMN91-06338157.tml.xml|1991-12-03T00:00:00.000000000|[INSTANT,1991-12-01T00:00:00+00:00]|Sunday| The source  said  the
younger  Bush  " sketched  out for  Sununu " problems the president is  encountering 
because of the chief of staff's tenure.;   "He was  told  . . . the handwriting
 was  on the wall," the source  said Monday . ;   That, the source  said , was when
 Sununu started calling  congressional Republicans and  asking  them  to tell Bush 
that the conservative wing of the party, in particular,  would object if  he
were  fired .;   Officials  said  the president himself  met  with  Sununu Sunday .
719|1540|111|./SJMN91-06338157.tml.xml|1991-12-03T00:00:00.000000000|[INSTANT,1991-12-02T00:00:00+00:00]|Monday| The source  said  the
younger  Bush  " sketched  out for  Sununu " problems the president is  encountering 
because of the chief of staff's tenure.;   "He was  told  . . . the handwriting
 was  on the wall," the source  said Monday . ;   That, the source  said , was when
 Sununu started calling  congressional Republicans and  asking  them  to tell Bush 
that the conservative wing of the party, in particular,  would object if  he
were  fired .;   Officials  said  the president himself  met  with  Sununu Sunday .
721|1543|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-24T00:00:00+00:00]|late yesterday| Similarly,  while cautioning about  the
uncertainty of early  battle reports ,  White House  spokesman
Marlin Fitzwater said late yesterday  that "the  operation  has been very successful."
722|1556|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-24T00:00:00+00:00]|yesterday| Indeed,  French President Francois Mitterrand said yesterday  that some allied forces are  crossing  Iraqi
territory as part of a "pincer"  movement to trap  the soldiers
 occupying Kuwait , but  insisted , "The  purpose  is n't  to  invade 
Iraqi territory, that's  not  the  aim , that is n't  the  mandate ."
723|1557|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-25T00:00:00+00:00]|weekend| Nevertheless, American officials over the  weekend became 
more  open in declaring  that by  destroying Saddam Hussein 's
military machine they  hope to destroy  his  regime  -- a  goal 
likely  to  be  supported  by most Americans.
724|1579|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-11T00:00:00+00:00]|Feb. 11| The president and
his top aides tentatively  decided  on  Feb. 11  that a ground
 war would be  necessary.
726|1581|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-23T00:00:00+00:00]|Saturday night| Then, a  week or so ago ,  Gen. Schwarzkopf  secretly  picked Saturday night  as the optimal time  to start  the  offensive .
725|1581|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-18T00:00:00+00:00]|week or so ago| Then, a  week or so ago ,  Gen. Schwarzkopf  secretly  picked Saturday night  as the optimal time  to start  the  offensive .
727|1582|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-23T00:00:00+00:00]|The date| The date  was  unaffected  by the last-ditch Soviet peace
 initiative .
729|1585|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-16T00:00:00+00:00]|noon Saturday.| Mr. Bush forestalled  further diplomatic  maneuvering  by
 issuing  an  ultimatum on  behalf of the allies  demanding  that
 Iraq withdraw within a week ,  starting  at  noon Saturday.
728|1585|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[PERIOD,0,0,1,0]|within a week| Mr. Bush forestalled  further diplomatic  maneuvering  by
 issuing  an  ultimatum on  behalf of the allies  demanding  that
 Iraq withdraw within a week ,  starting  at  noon Saturday.
730|1588|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[RANGE,1990-08-01T00:00:00+00:00,1990-09-01T00:00:00+00:00]|ast August| In  setting  out his final  challenge  to  Saddam Hussein ,  Mr.
Bush continued  the intensive personal  diplomacy  he  began after  the  invasion  l ast August .
731|1591|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-16T00:00:00+00:00]|Saturday night| Finally,  when Iraq failed to respond  to the  U.S. ultimatum ,  Mr. Bush let  the ground  offensive begin  as
previously  planned Saturday night .
732|1597|112|./WSJ910225-0066.tml.xml|1991-02-25T00:00:00.000000000|[INSTANT,1991-02-25T00:00:00+00:00]|next few days.| It  expects  that
tens of thousands of Iraqi soldiers will  surrender  to the
 U.S.  and its allies over the  next few days.
733|1618|113|./wsj_0778_orig.tml.xml|1989-10-27T00:00:00.000000000|[RANGE,1989-06-01T00:00:00+00:00,1989-07-01T00:00:00+00:00]|last June| The  warning  by the  U.S.  attorney's office  follows two decisions  by the  U.S. Supreme Court last June .
734|1623|113|./wsj_0778_orig.tml.xml|1989-10-27T00:00:00.000000000|[RANGE,NOW,x]|soon| Mr.  Antar  is being  investigated  by a federal grand jury in  Newark , where prosecutors have  told  him that they may  soon seek  an  indictment  on racketeering and securities fraud charges.
735|1625|113|./wsj_0778_orig.tml.xml|1989-10-27T00:00:00.000000000|[UNK,1989-WXX]|this week| According  to individuals familiar with Mr.  Antar 's case, prosecutors  issued  their warning  this week after  one of Mr.  Antar 's attorneys  asked  whether legal fees might be  subject to seizure .
736|1626|113|./wsj_0778_orig.tml.xml|1989-10-27T00:00:00.000000000|[RANGE,x,NOW]|recent| In a letter, prosecutors  told  Mr.  Antar 's lawyers that because of the  recent  Supreme Court rulings , they could  expect  that any fees collected from Mr.  Antar  may be  seized .
